angle,std_result,my_result,abs_error,rel_error,std_time,my_time,diff,speedup_ratio
44368.3,-0.912219,-0.912219,7.08655e-013,7.76848e-013,5380000,1008000,4372000,5.3373
-831034,0.782006,0.782006,2.01893e-011,2.58173e-011,4734000,1003000,3731000,4.71984
-458094,0.983342,0.983342,3.24574e-012,3.30072e-012,5022000,1002000,4020000,5.01198
609577,-0.0200326,-0.0200326,5.05398e-010,2.52287e-008,6256000,0,6256000,inf
409167,0.775342,0.775342,1.00738e-011,1.29928e-011,5268000,1002000,4266000,5.25749
-443709,-0.993514,-0.993514,1.96665e-012,1.97949e-012,5015000,983000,4032000,5.10173
471271,0.524898,0.524898,1.50618e-011,2.86948e-011,5288000,1003000,4285000,5.27218
657518,0.301253,0.301253,5.98227e-012,1.9858e-011,6018000,1002000,5016000,6.00599
166359,0.346461,0.346461,1.60488e-011,4.63221e-011,5544000,503000,5041000,11.0219
-30974.2,-0.304366,-0.304366,1.65591e-011,5.44053e-011,5077000,1074000,4003000,4.72719
-328370,-0.438096,-0.438096,8.96738e-012,2.0469e-011,5016000,1229000,3787000,4.08137
-806591,0.993627,0.993627,3.54405e-012,3.56679e-012,5049000,1000000,4049000,5.049
433238,0.902626,0.902626,7.26896e-012,8.05313e-012,5595000,0,5595000,inf
-609370,0.235756,0.235756,1.9588e-011,8.30861e-011,6082000,1003000,5079000,6.06381
664120,0.977335,0.977335,5.4805e-012,5.6076e-012,5026000,1006000,4020000,4.99602
519614,0.378671,0.378671,1.24617e-011,3.29091e-011,6067000,0,6067000,inf
-856232,-0.855574,-0.855574,1.72783e-011,2.0195e-011,5174000,1221000,3953000,4.23751
-642337,0.381758,0.381758,1.71353e-011,4.48854e-011,6036000,1044000,4992000,5.78161
162445,0.823746,0.823746,3.59024e-012,4.35843e-012,4620000,1009000,3611000,4.57879
-551083,-0.834158,-0.834158,1.18475e-011,1.4203e-011,5380000,1001000,4379000,5.37463
45341.5,-0.438833,-0.438833,4.09739e-012,9.33702e-012,5357000,1003000,4354000,5.34098
-86323.8,0.647409,0.647409,2.60814e-012,4.02858e-012,5562000,546000,5016000,10.1868
400490,0.944026,0.944026,5.14977e-012,5.45511e-012,5352000,1015000,4337000,5.27291
405221,0.99981,0.99981,3.07643e-013,3.07701e-013,6293000,1005000,5288000,6.26169
752226,-0.962752,-0.962752,7.92821e-012,8.23495e-012,7037000,1167000,5870000,6.02999
-73721.3,0.766891,0.766891,1.84286e-012,2.40303e-012,5389000,0,5389000,inf
702215,0.917924,0.917924,1.08603e-011,1.18314e-011,6211000,0,6211000,inf
777770,0.999031,0.999031,1.33416e-012,1.33545e-012,6253000,0,6253000,inf
515021,0.691273,0.691273,1.44925e-011,2.0965e-011,6029000,0,6029000,inf
-866518,-0.46408,-0.46408,2.82556e-011,6.08852e-011,6625000,1002000,5623000,6.61178
-200535,0.930765,0.930765,2.85794e-012,3.07052e-012,5063000,1015000,4048000,4.98818
-491125,0.965088,0.965088,5.01421e-012,5.1956e-012,5023000,1141000,3882000,4.40228
-927838,0.935941,0.935941,1.27367e-011,1.36084e-011,5100000,0,5100000,inf
123389,0.993047,0.993047,5.66214e-013,5.70178e-013,5016000,1503000,3513000,3.33733
-765238,-0.930418,-0.930418,1.09326e-011,1.17502e-011,5605000,0,5605000,inf
-526462,0.982771,0.982771,3.79285e-012,3.85935e-012,6037000,568000,5469000,10.6285
846405,-0.958275,-0.958275,9.43101e-012,9.84166e-012,5022000,1201000,3821000,4.18152
