angle,std_result,my_result,abs_error,rel_error,std_time,my_time,diff,speedup_ratio
44368.3,0.409703,0.409703,3.20077e-013,7.81242e-013,6000000,0,6000000,inf
-831034,-0.623271,-0.623271,3.45347e-010,5.54089e-010,6001000,0,6001000,inf
-458094,0.181763,0.181763,1.75591e-011,9.66044e-011,5866000,1091000,4775000,5.37672
609577,0.999799,0.999802,3.07732e-006,3.07793e-006,5011000,1000000,4011000,5.011
409167,-0.631542,-0.631542,3.67779e-010,5.82351e-010,6085000,1000000,5085000,6.085
-443709,-0.113706,-0.113706,1.71838e-011,1.51126e-010,5503000,1004000,4499000,5.48108
471271,0.851165,0.851165,3.03579e-008,3.56663e-008,5138000,0,5138000,inf
657518,0.953544,0.953545,3.28561e-007,3.44568e-007,6052000,0,6052000,inf
166359,-0.938064,-0.938065,2.1524e-007,2.29451e-007,5008000,1000000,4008000,5.008
-30974.2,0.952555,0.952555,3.19355e-007,3.35261e-007,4776000,1066000,3710000,4.4803
-328370,0.898928,0.898928,8.4206e-008,9.36737e-008,5015000,999000,4016000,5.02002
-806591,-0.11272,-0.11272,3.12409e-011,2.77156e-010,5065000,1151000,3914000,4.40052
433238,-0.430425,-0.430425,1.1856e-011,2.75449e-011,6014000,0,6014000,inf
-609370,-0.971812,-0.971813,5.83891e-007,6.00827e-007,5092000,999000,4093000,5.0971
664120,0.211697,0.211697,2.5302e-011,1.1952e-010,6001000,0,6001000,inf
519614,0.925531,0.925532,1.56869e-007,1.69491e-007,5060000,1000000,4060000,5.06
-856232,0.517681,0.517681,5.95173e-011,1.14969e-010,5050000,0,5050000,inf
-642337,-0.924262,-0.924263,1.52077e-007,1.64538e-007,6450000,0,6450000,inf
162445,-0.566959,-0.566959,9.02423e-011,1.59169e-010,6079000,0,6079000,inf
-551083,0.551526,0.551526,8.55289e-011,1.55077e-010,6000000,0,6000000,inf
45341.5,0.898569,0.898569,8.35237e-008,9.29519e-008,5063000,1001000,4062000,5.05794
-86323.8,0.762143,0.762143,5.16024e-009,6.7707e-009,5000000,1000000,4000000,5
400490,-0.32987,-0.32987,1.45824e-011,4.42065e-011,5624000,0,5624000,inf
405221,0.0194771,0.0194771,1.57927e-011,8.10833e-010,5403000,1001000,4402000,5.3976
752226,-0.270386,-0.270386,2.82461e-011,1.04466e-010,5999000,0,5999000,inf
-73721.3,-0.641777,-0.641777,4.71853e-010,7.35229e-010,6082000,0,6082000,inf
702215,-0.396756,-0.396756,2.38216e-011,6.00409e-011,6008000,0,6008000,inf
777770,-0.0440029,-0.0440029,3.02885e-011,6.88329e-010,6213000,1000000,5213000,6.213
515021,0.722594,0.722594,2.39005e-009,3.3076e-009,5001000,0,5001000,inf
-866518,0.885793,0.885793,6.30173e-008,7.11423e-008,6036000,0,6036000,inf
-200535,-0.365617,-0.365617,7.78133e-012,2.12827e-011,6052000,0,6052000,inf
-491125,0.261926,0.261926,1.84646e-011,7.04952e-011,6021000,0,6021000,inf
-927838,-0.352157,-0.352157,3.41789e-011,9.70561e-011,6000000,0,6000000,inf
123389,-0.117721,-0.117721,4.77633e-012,4.05733e-011,6000000,1000000,5000000,6
-765238,-0.366499,-0.366499,2.72339e-011,7.43082e-011,5029000,1000000,4029000,5.029
-526462,0.184825,0.184825,2.01679e-011,1.09119e-010,5000000,1000000,4000000,5
846405,-0.285848,-0.285848,3.16471e-011,1.10713e-010,5063000,1000000,4063000,5.063
-849002,0.6983,0.6983,1.44618e-009,2.071e-009,5000000,1172000,3828000,4.26621
745918,0.263275,0.263275,2.80384e-011,1.06499e-010,5014000,1504000,3510000,3.33378
-939301,-0.561679,-0.561679,5.4602e-011,9.7212e-011,5072000,999000,4073000,5.07708
972182,-0.809951,-0.809951,1.32475e-008,1.63559e-008,5001000,999000,4002000,5.00601
-17526.5,-0.439346,-0.439346,3.70187e-012,8.42587e-012,5058000,1000000,4058000,5.058
-854271,-0.526401,-0.526401,9.68159e-012,1.8392e-011,5000000,0,5000000,inf
820824,0.815967,0.815967,1.49241e-008,1.829e-008,6294000,0,6294000,inf
-961711,-0.643324,-0.643324,5.13525e-010,7.98237e-010,6000000,0,6000000,inf
-350186,0.667187,0.667187,7.78138e-010,1.1663e-009,6266000,0,6266000,inf
-534035,-0.999533,-0.999536,2.85554e-006,2.85687e-006,5059000,1007000,4052000,5.02383
216209,-0.975619,-0.97562,6.69543e-007,6.86275e-007,5001000,1002000,3999000,4.99102
631025,-0.981759,-0.98176,8.52153e-007,8.67986e-007,5143000,0,5143000,inf
287279,-0.705334,-0.705334,1.682e-009,2.38469e-009,6007000,1000000,5007000,6.007
-968453,-0.0442867,-0.0442867,3.77137e-011,8.5158e-010,5201000,1022000,4179000,5.08904
862018,0.0300244,0.0300244,3.35867e-011,1.11865e-009,4999000,1001000,3998000,4.99401
177232,0.900478,0.900478,8.71836e-008,9.68192e-008,5089000,1001000,4088000,5.08392
172012,-0.0827819,-0.0827819,6.68209e-012,8.07191e-011,5061000,1010000,4051000,5.01089
244136,0.5345,0.5345,3.78046e-011,7.0729e-011,5000000,1000000,4000000,5
-491787,-0.976749,-0.97675,6.98459e-007,7.15085e-007,5574000,0,5574000,inf
74256.5,0.980732,0.980732,8.16682e-007,8.32727e-007,5000000,1000000,4000000,5
-375559,-0.618822,-0.618822,3.03059e-010,4.89735e-010,5034000,1000000,4034000,5.034
