angle,std_result,my_result,abs_error,rel_error,std_time,my_time,diff,speedup_ratio
44368.3,-0.912219,-0.912219,7.08655e-013,7.76848e-013,6007000,0,6007000,inf
-831034,0.782006,0.782006,2.01893e-011,2.58173e-011,5999000,0,5999000,inf
-458094,0.983342,0.983342,3.24574e-012,3.30072e-012,5507000,1000000,4507000,5.507
609577,-0.0200326,-0.0200326,5.05398e-010,2.52287e-008,6127000,1000000,5127000,6.127
409167,0.775342,0.775342,1.00738e-011,1.29928e-011,5403000,1012000,4391000,5.33893
-443709,-0.993514,-0.993514,1.96665e-012,1.97949e-012,5037000,1008000,4029000,4.99702
471271,0.524898,0.524898,1.50618e-011,2.86948e-011,5034000,1009000,4025000,4.9891
657518,0.301253,0.301253,5.98227e-012,1.9858e-011,5991000,1000000,4991000,5.991
166359,0.346461,0.346461,1.60488e-011,4.63221e-011,4999000,1000000,3999000,4.999
-30974.2,-0.304366,-0.304366,1.65591e-011,5.44053e-011,6000000,0,6000000,inf
-328370,-0.438096,-0.438096,8.96738e-012,2.0469e-011,6001000,999000,5002000,6.00701
-806591,0.993627,0.993627,3.54405e-012,3.56679e-012,5000000,1002000,3998000,4.99002
433238,0.902626,0.902626,7.26896e-012,8.05313e-012,4999000,1000000,3999000,4.999
-609370,0.235756,0.235756,1.9588e-011,8.30861e-011,5001000,998000,4003000,5.01102
664120,0.977335,0.977335,5.4805e-012,5.6076e-012,5001000,1007000,3994000,4.96624
519614,0.378671,0.378671,1.24617e-011,3.29091e-011,6003000,0,6003000,inf
-856232,-0.855574,-0.855574,1.72783e-011,2.0195e-011,6003000,0,6003000,inf
-642337,0.381758,0.381758,1.71353e-011,4.48854e-011,6172000,1001000,5171000,6.16583
162445,0.823746,0.823746,3.59024e-012,4.35843e-012,4509000,1000000,3509000,4.509
-551083,-0.834158,-0.834158,1.18475e-011,1.4203e-011,5001000,999000,4002000,5.00601
45341.5,-0.438833,-0.438833,4.09739e-012,9.33702e-012,6000000,0,6000000,inf
-86323.8,0.647409,0.647409,2.60814e-012,4.02858e-012,6000000,0,6000000,inf
400490,0.944026,0.944026,5.14977e-012,5.45511e-012,6234000,0,6234000,inf
405221,0.99981,0.99981,3.07643e-013,3.07701e-013,6000000,0,6000000,inf
752226,-0.962752,-0.962752,7.92821e-012,8.23495e-012,6002000,0,6002000,inf
-73721.3,0.766891,0.766891,1.84286e-012,2.40303e-012,5999000,0,5999000,inf
