angle,std_result,my_result,abs_error,rel_error,std_time,my_time,diff,speedup_ratio
44368.3,-0.449128,-0.449128,2.22104e-011,4.94523e-011,4448000,1000000,3448000,4.448
-831034,-0.797015,-0.797015,1.58872e-007,1.99334e-007,3999000,1000000,2999000,3.999
-458094,0.184842,0.184842,1.84668e-011,9.99063e-011,3999000,1003000,2996000,3.98704
609577,-49.9085,-10.5434,39.3652,0.788746,3997000,1000000,2997000,3.997
409167,-0.814534,-0.814533,2.15514e-007,2.64586e-007,4813000,0,4813000,inf
-443709,0.114448,0.114448,1.75225e-011,1.53105e-010,4998000,1000000,3998000,4.998
471271,1.62158,1.621,0.000582338,0.000359117,4136000,504000,3632000,8.20635
657518,3.16526,3.10621,0.0590534,0.0186567,5004000,0,5004000,inf
166359,-2.70756,-2.68256,0.0249956,0.0092318,5000000,0,5000000,inf
-30974.2,-3.12964,-3.07394,0.0556927,0.0177953,4999000,0,4999000,inf
-328370,-2.0519,-2.04791,0.00398955,0.00194432,4001000,1000000,3001000,4.001
-806591,-0.113443,-0.113443,3.18459e-011,2.80723e-010,4000000,1000000,3000000,4
433238,-0.476858,-0.476858,7.58572e-011,1.59077e-010,4000000,1000000,3000000,4
-609370,-4.12211,-3.92158,0.200532,0.0486479,4000000,1000000,3000000,4
664120,0.216606,0.216606,2.71022e-011,1.25122e-010,4000000,1000000,3000000,4
519614,2.44416,2.43082,0.0133392,0.00545758,4000000,1000000,3000000,4
-856232,-0.605069,-0.605069,2.57212e-009,4.25095e-009,4000000,999000,3001000,4.004
-642337,-2.42107,-2.40852,0.0125494,0.00518341,4001000,1000000,3001000,4.001
162445,-0.688269,-0.688269,1.88646e-008,2.74087e-008,4000000,1000000,3000000,4
-551083,-0.661177,-0.661177,1.02577e-008,1.55142e-008,3999000,1001000,2998000,3.995
45341.5,-2.04763,-2.0437,0.00392843,0.00191852,4000000,0,4000000,inf
-86323.8,1.17722,1.1772,2.27316e-005,1.93096e-005,4574000,1000000,3574000,4.574
400490,-0.349429,-0.349429,1.77796e-011,5.08819e-011,4001000,999000,3002000,4.00501
405221,0.0194808,0.0194808,1.58017e-011,8.11141e-010,4001000,1000000,3001000,4.001
752226,0.280847,0.280847,3.16295e-011,1.12622e-010,5003000,999000,4004000,5.00801
-73721.3,-0.836855,-0.836855,3.13301e-007,3.74378e-007,4001000,999000,3002000,4.00501
702215,-0.432232,-0.432232,4.29835e-011,9.94452e-011,3000000,1503000,1497000,1.99601
777770,-0.0440455,-0.0440455,3.03766e-011,6.89664e-010,4005000,999000,3006000,4.00901
515021,1.04531,1.0453,5.6252e-006,5.38137e-006,4999000,0,4999000,inf
-866518,-1.90871,-1.90641,0.00229523,0.00120251,5001000,0,5001000,inf
